prob_state_1,prob_state_2,prob_state_3,date,assigned_state
0.9999999999535021,0.0,4.650029243251863e-11,2024-06-30,1
0.9999998839130125,0.0,1.1608703731878286e-07,2024-07-31,1
0.9999994580119042,0.0,5.419881249177537e-07,2024-08-31,1
0.9999999640155017,0.0,3.598448146006346e-08,2024-09-30,1
0.9999999996041424,0.0,3.9587904045756953e-10,2024-10-31,1
0.9999999877697975,0.0,1.223017874235623e-08,2024-11-30,1
0.9999977276027847,0.0,2.2723972067288823e-06,2024-12-31,1
0.9999607191030366,0.0,3.9280896979066384e-05,2025-01-31,1
0.9821831971246817,0.0,0.017816802875281798,2025-02-28,1
0.002184580899722506,0.0,0.9978154191002301,2025-03-31,3
9.445934694750167e-09,0.0,0.9999999905541017,2025-04-30,3
0.1453975565826548,0.0,0.854602443417311,2025-05-31,3
0.5562449547386771,0.0,0.4437550452612988,2025-06-30,1
0.9967971104540301,0.0,0.0032028895460117584,2025-07-31,1
0.9999986053118795,0.0,1.3946880709889392e-06,2025-08-31,1
0.9999935521586676,0.0,6.4478413441969084e-06,2025-09-30,1
0.9999692425703555,0.0,3.075742964588213e-05,2025-10-31,1
0.9997501088710476,0.0,0.0002498911289106652,2025-11-30,1
0.9999858761134816,0.0,1.4123886476365428e-05,2025-12-31,1
0.9930718738395159,0.0,0.006928126160521025,2026-01-31,1
0.9686108420105329,0.0,0.03138915798942406,2026-02-28,1
1.129676349591401e-25,1.0,3.450551155338467e-27,2026-03-31,2
0.9576806445112845,0.0,0.04231935548868032,2026-04-30,1
